level_id,attempts,users,attempt_win_rate,first_attempt_win_rate,avg_attempt,median_attempt,avg_playtime,revive_rate,avg_unsolved_items,avg_move,failed_attempts,retries_after_fail,retry_after_fail_rate,users_reached,users_reached_next,dropoff_rate,is_priority
39,6130,5727,0.9452,0.9473,1.08,1.0,86.26,0.0439,0.45,31.73,336,330,0.9821,5760.0,5755.0,0.0009,False
40,8079,5662,0.6975,0.743,1.6,1.0,98.31,0.2252,1.83,21.63,2444,2355,0.9636,5755.0,5512.0,0.0422,False
41,5577,5503,0.9986,0.9987,1.01,1.0,46.4,0.0,0.01,15.11,8,8,1.0,5512.0,5488.0,0.0044,False
42,5709,5475,0.97,0.972,1.05,1.0,81.79,0.0354,0.17,23.44,171,167,0.9766,5488.0,5427.0,0.0111,False
43,5689,5382,0.9582,0.9632,1.09,1.0,144.33,0.0422,0.4,35.44,238,235,0.9874,5427.0,5353.0,0.0136,False
44,6764,5283,0.7825,0.8196,1.39,1.0,128.12,0.2042,1.9,33.49,1471,1416,0.9626,5353.0,5201.0,0.0284,False
45,5807,5160,0.896,0.9094,1.17,1.0,114.16,0.1081,0.82,28.13,604,587,0.9719,5201.0,5115.0,0.0165,False
46,5216,5105,0.9906,0.9916,1.02,1.0,80.66,0.0086,0.06,25.44,49,47,0.9592,5115.0,5094.0,0.0041,False
47,6589,5040,0.767,0.8051,1.46,1.0,115.47,0.1888,1.93,28.98,1535,1489,0.97,5094.0,4990.0,0.0204,False
48,6537,4933,0.7575,0.8019,1.47,1.0,100.81,0.1755,1.82,27.69,1585,1545,0.9748,4990.0,4890.0,0.02,False
49,6192,4843,0.7852,0.8233,1.4,1.0,139.74,0.1818,1.73,34.4,1330,1292,0.9714,4890.0,4778.0,0.0229,False
50,5023,4770,0.9596,0.9621,1.07,1.0,89.65,0.0573,0.29,25.19,203,199,0.9803,4778.0,4805.0,-0.0057,False
51,7138,4743,0.6612,0.7544,1.87,1.0,100.22,0.2094,2.59,25.26,2418,2324,0.9611,4805.0,4623.0,0.0379,False
52,4681,4605,0.9989,0.9994,1.01,1.0,83.64,0.0009,0.01,32.22,5,5,1.0,4623.0,4648.0,-0.0054,False
53,6824,4568,0.6687,0.7385,1.75,1.0,101.89,0.2447,2.62,26.57,2261,2199,0.9726,4648.0,4502.0,0.0314,False
54,5462,4462,0.8244,0.8644,1.37,1.0,128.96,0.1789,1.4,32.47,959,944,0.9844,4502.0,4453.0,0.0109,False
55,5826,4384,0.7573,0.8178,1.52,1.0,95.64,0.2087,1.86,24.2,1414,1387,0.9809,4453.0,4425.0,0.0063,False
56,6638,4352,0.657,0.7693,2.01,1.0,115.5,0.1973,2.83,25.7,2277,2211,0.971,4425.0,4261.0,0.0371,False
57,4656,4234,0.9223,0.9321,1.13,1.0,101.73,0.1027,0.58,27.96,362,357,0.9862,4261.0,4210.0,0.012,False
58,4487,4178,0.9416,0.947,1.11,1.0,134.02,0.082,0.48,36.37,262,257,0.9809,4210.0,4159.0,0.0121,False
59,4691,4139,0.8917,0.9184,1.21,1.0,173.91,0.1051,1.17,42.42,508,502,0.9882,4159.0,4103.0,0.0135,False
60,4154,4094,0.9983,0.9993,1.01,1.0,77.4,0.0002,0.01,24.52,7,7,1.0,4103.0,4068.0,0.0085,False
61,4119,4066,0.9988,0.999,1.01,1.0,34.96,0.0,0.01,12.58,5,5,1.0,4068.0,4076.0,-0.002,False
62,5159,4035,0.7889,0.829,1.41,1.0,105.52,0.1799,1.8,27.17,1089,1069,0.9816,4076.0,4000.0,0.0186,False
63,4061,3997,0.9973,0.9975,1.01,1.0,66.35,0.0015,0.02,25.21,11,11,1.0,4000.0,4050.0,-0.0125,False
64,7417,3999,0.5375,0.654,2.41,1.0,120.72,0.2839,4.33,27.55,3430,3360,0.9796,4050.0,3921.0,0.0319,False
65,4048,3908,0.981,0.9839,1.04,1.0,91.06,0.0267,0.14,30.16,77,77,1.0,3921.0,3904.0,0.0043,False
66,4570,3873,0.8573,0.8828,1.26,1.0,86.45,0.142,1.01,27.95,652,638,0.9785,3904.0,3869.0,0.009,False
67,4956,3833,0.7795,0.8098,1.4,1.0,83.92,0.2074,1.65,25.53,1093,1071,0.9799,3869.0,3800.0,0.0178,False
68,3958,3796,0.9717,0.9787,1.11,1.0,122.13,0.0283,0.27,34.38,112,111,0.9911,3800.0,3872.0,-0.0189,False
69,7265,3820,0.5215,0.6455,3.04,2.0,134.17,0.3025,4.8,31.48,3476,3383,0.9732,3872.0,3719.0,0.0395,False
70,4119,3701,0.9085,0.9157,1.13,1.0,78.77,0.0711,0.71,25.63,377,369,0.9788,3719.0,3694.0,0.0067,False
71,4478,3677,0.8289,0.8597,1.39,1.0,88.46,0.184,1.42,27.67,766,752,0.9817,3694.0,3663.0,0.0084,False
72,4057,3654,0.9108,0.9231,1.14,1.0,104.22,0.1203,0.72,30.28,362,355,0.9807,3663.0,3672.0,-0.0025,False
73,5288,3640,0.6891,0.7165,1.58,1.0,102.58,0.2294,2.75,25.28,1644,1607,0.9775,3672.0,3619.0,0.0144,False
74,5435,3589,0.6633,0.7066,1.72,1.0,112.33,0.2495,3.15,29.42,1830,1799,0.9831,3619.0,3631.0,-0.0033,False
75,6183,3587,0.579,0.6764,2.32,1.0,150.27,0.2965,4.08,29.18,2603,2542,0.9766,3631.0,3557.0,0.0204,False
76,5162,3521,0.6836,0.7514,1.77,1.0,132.32,0.2724,2.52,27.21,1633,1587,0.9718,3557.0,3451.0,0.0298,False
77,3674,3447,0.9491,0.9582,1.09,1.0,99.3,0.04,0.49,35.62,187,180,0.9626,3451.0,3417.0,0.0099,False
78,3506,3406,0.984,0.985,1.03,1.0,113.0,0.0257,0.18,40.91,56,55,0.9821,3417.0,3431.0,-0.0041,False
79,5197,3402,0.6573,0.7317,1.87,1.0,102.74,0.2959,2.96,28.01,1781,1749,0.982,3431.0,3362.0,0.0201,False
80,3552,3361,0.9597,0.9637,1.06,1.0,65.63,0.0597,0.28,21.2,143,142,0.993,3362.0,3348.0,0.0042,False
81,3470,3340,0.9764,0.9764,1.04,1.0,77.67,0.0398,0.18,23.79,82,82,1.0,3348.0,3388.0,-0.0119,False
82,6559,3330,0.5024,0.5648,2.63,2.0,113.42,0.2939,4.32,25.65,3264,3182,0.9749,3388.0,3253.0,0.0398,False
83,3926,3235,0.8344,0.859,1.3,1.0,89.51,0.1332,1.33,26.44,650,642,0.9877,3253.0,3282.0,-0.0089,False
84,4463,3257,0.7369,0.7958,1.65,1.0,138.8,0.2855,2.48,33.99,1174,1151,0.9804,3282.0,3208.0,0.0225,False
85,3278,3205,0.9915,0.9922,1.02,1.0,110.46,0.0076,0.09,36.17,28,27,0.9643,3208.0,3233.0,-0.0078,False
86,4523,3188,0.7101,0.7679,1.66,1.0,121.23,0.2198,2.13,28.68,1311,1289,0.9832,3233.0,3193.0,0.0124,False
87,4950,3165,0.641,0.6872,1.75,1.0,101.64,0.2285,3.19,24.55,1777,1742,0.9803,3193.0,3111.0,0.0257,False
88,3218,3104,0.9779,0.9781,1.04,1.0,124.75,0.032,0.19,31.32,71,71,1.0,3111.0,3133.0,-0.0071,False
89,5223,3102,0.5939,0.6837,2.33,1.0,115.88,0.2801,3.73,31.11,2121,2079,0.9802,3133.0,3066.0,0.0214,False
90,3184,3065,0.9746,0.9766,1.04,1.0,92.06,0.0411,0.2,31.19,81,78,0.963,3066.0,3054.0,0.0039,False
91,3099,3053,0.9968,0.9977,1.01,1.0,39.91,0.0,0.01,12.62,10,10,1.0,3054.0,3049.0,0.0016,False
92,3097,3053,0.9971,0.9977,1.01,1.0,69.59,0.0055,0.03,24.42,9,9,1.0,3049.0,3057.0,-0.0026,False
93,4194,3036,0.7291,0.8087,1.71,1.0,122.64,0.1347,1.89,31.6,1136,1123,0.9886,3057.0,3076.0,-0.0062,False
94,5926,3039,0.5091,0.6102,2.55,2.0,97.46,0.3221,3.57,24.0,2909,2856,0.9818,3076.0,2977.0,0.0322,False
95,3083,2963,0.9721,0.9776,1.06,1.0,125.28,0.035,0.25,31.39,86,86,1.0,2977.0,2980.0,-0.001,False
96,3673,2954,0.8094,0.8426,1.36,1.0,112.49,0.1958,1.64,30.12,700,688,0.9829,2980.0,2943.0,0.0124,False
97,3226,2931,0.9185,0.9314,1.14,1.0,130.42,0.129,0.61,32.12,263,258,0.981,2943.0,2951.0,-0.0027,False
98,4204,2927,0.7005,0.7363,1.59,1.0,131.93,0.264,2.95,30.28,1259,1228,0.9754,2951.0,2910.0,0.0139,False
99,3357,2892,0.8746,0.9015,1.23,1.0,113.06,0.0962,0.91,29.59,421,413,0.981,2910.0,2888.0,0.0076,False
100,4380,2880,0.663,0.6985,1.66,1.0,66.98,0.1993,2.65,14.98,1476,1460,0.9892,2888.0,2907.0,-0.0066,False
101,4566,2868,0.6281,0.6303,1.75,1.0,101.07,0.1859,2.6,23.01,1698,1661,0.9782,2907.0,2882.0,0.0086,False
102,6402,2842,0.4386,0.4624,2.6,2.0,101.27,0.2566,5.36,21.26,3594,3521,0.9797,2882.0,2814.0,0.0236,False
103,4014,2765,0.6943,0.7138,1.63,1.0,128.93,0.2559,2.83,29.83,1227,1195,0.9739,2814.0,2764.0,0.0178,False
104,4841,2728,0.566,0.5952,2.03,1.0,106.85,0.301,4.21,25.0,2101,2055,0.9781,2764.0,2676.0,0.0318,False
105,2751,2673,0.9895,0.9893,1.02,1.0,100.07,0.0244,0.07,29.14,29,28,0.9655,2676.0,2674.0,0.0007,False
106,2889,2669,0.9387,0.9485,1.11,1.0,134.45,0.0852,0.53,35.15,177,173,0.9774,2674.0,2759.0,-0.0318,False
107,6452,2712,0.4155,0.4739,2.99,2.0,91.01,0.2883,5.03,20.64,3771,3695,0.9798,2759.0,2633.0,0.0457,False
108,2927,2619,0.9071,0.9245,1.17,1.0,141.86,0.1261,0.8,32.03,272,265,0.9743,2633.0,2665.0,-0.0122,False
109,5094,2631,0.512,0.6185,2.61,2.0,125.24,0.3335,4.43,28.76,2486,2422,0.9743,2665.0,2569.0,0.036,False
110,3029,2561,0.8567,0.8808,1.26,1.0,136.63,0.1733,1.25,32.82,434,423,0.9747,2569.0,2563.0,0.0023,False
111,4451,2537,0.5695,0.6235,2.13,1.0,139.42,0.2563,4.52,30.95,1916,1878,0.9802,2563.0,2561.0,0.0008,False
112,5514,2545,0.4599,0.6441,3.65,2.0,102.71,0.257,5.12,24.74,2978,2923,0.9815,2561.0,2474.0,0.034,False
113,2526,2467,0.9933,0.9932,1.01,1.0,103.74,0.0131,0.05,31.03,17,17,1.0,2474.0,2510.0,-0.0146,False
114,4318,2476,0.5757,0.6758,2.38,1.0,169.28,0.2916,4.69,37.81,1832,1804,0.9847,2510.0,2443.0,0.0267,False
115,2634,2437,0.9396,0.9471,1.1,1.0,93.82,0.0638,0.47,30.2,159,159,1.0,2443.0,2451.0,-0.0033,False
116,3059,2440,0.8091,0.8519,1.41,1.0,120.15,0.2648,1.33,31.36,584,578,0.9897,2451.0,2462.0,-0.0045,False
117,3894,2445,0.6289,0.7213,2.1,1.0,118.58,0.2486,3.37,27.71,1445,1413,0.9779,2462.0,2416.0,0.0187,False
118,3282,2406,0.7386,0.7986,1.58,1.0,127.5,0.2434,2.39,34.03,858,840,0.979,2416.0,2394.0,0.0091,False
119,3316,2386,0.7262,0.7925,1.66,1.0,169.82,0.2241,3.08,39.14,908,893,0.9835,2394.0,2359.0,0.0146,False
120,2547,2353,0.9403,0.9506,1.12,1.0,127.35,0.0809,0.55,33.4,152,150,0.9868,2359.0,2415.0,-0.0237,False
121,4694,2393,0.506,0.6401,2.77,2.0,126.84,0.3973,3.45,31.96,2319,2268,0.978,2415.0,2375.0,0.0166,False
122,3587,2351,0.659,0.6757,1.72,1.0,143.6,0.2846,3.47,31.55,1223,1203,0.9836,2375.0,2334.0,0.0173,False
123,2443,2326,0.9615,0.965,1.06,1.0,95.81,0.0454,0.34,30.57,94,92,0.9787,2334.0,2326.0,0.0034,False
124,2683,2320,0.8748,0.8937,1.23,1.0,102.76,0.1804,1.0,34.18,336,328,0.9762,2326.0,2331.0,-0.0021,False
125,3404,2317,0.6863,0.758,1.86,1.0,89.38,0.2159,2.96,26.91,1068,1051,0.9841,2331.0,2313.0,0.0077,False
126,2985,2300,0.7792,0.824,1.45,1.0,95.06,0.2747,1.28,25.75,659,651,0.9879,2313.0,2343.0,-0.013,False
127,3541,2320,0.6563,0.7387,1.96,1.0,154.8,0.2962,3.39,35.88,1217,1188,0.9762,2343.0,2277.0,0.0282,False
128,2329,2276,0.991,0.9912,1.02,1.0,62.33,0.0103,0.05,22.41,21,21,1.0,2277.0,2297.0,-0.0088,False
129,4618,2275,0.4965,0.508,2.3,2.0,98.71,0.2746,4.0,19.76,2325,2301,0.9897,2297.0,2279.0,0.0078,False
130,3657,2262,0.6172,0.6992,1.98,1.0,109.14,0.2956,3.2,28.67,1400,1368,0.9771,2279.0,2224.0,0.0241,False
131,2292,2222,0.9799,0.9816,1.03,1.0,105.72,0.0118,0.11,27.55,46,42,0.913,2224.0,2228.0,-0.0018,False
132,2887,2208,0.769,0.8012,1.45,1.0,131.1,0.2487,1.93,31.15,667,653,0.979,2228.0,2199.0,0.013,False
133,2430,2193,0.9128,0.9283,1.2,1.0,99.4,0.1136,0.68,28.4,212,209,0.9858,2199.0,2200.0,-0.0005,False
134,2683,2183,0.8226,0.8625,1.35,1.0,123.79,0.2564,1.48,31.05,476,473,0.9937,2200.0,2185.0,0.0068,False
135,2846,2168,0.7667,0.8143,1.49,1.0,110.32,0.2428,1.74,27.62,664,651,0.9804,2185.0,2157.0,0.0128,False
136,2261,2156,0.9668,0.9684,1.05,1.0,90.23,0.0442,0.22,31.05,75,75,1.0,2157.0,2166.0,-0.0042,False
137,2901,2157,0.7477,0.7874,1.53,1.0,148.5,0.3585,2.6,33.51,732,715,0.9768,2166.0,2115.0,0.0235,False
138,2160,2110,0.9903,0.9901,1.02,1.0,114.81,0.0167,0.08,32.67,21,21,1.0,2115.0,2121.0,-0.0028,False
139,2673,2113,0.7991,0.8486,1.44,1.0,133.41,0.2682,1.69,34.26,537,531,0.9888,2121.0,2117.0,0.0019,False
140,2467,2109,0.8654,0.8832,1.24,1.0,111.1,0.2278,1.19,30.23,332,329,0.991,2117.0,2104.0,0.0061,False
141,2183,2092,0.9689,0.9726,1.05,1.0,97.71,0.0733,0.23,28.02,68,67,0.9853,2104.0,2121.0,-0.0081,False
142,4642,2096,0.4453,0.5598,3.11,2.0,135.09,0.3119,5.66,27.65,2575,2526,0.981,2121.0,2037.0,0.0396,False
143,2068,2033,0.9937,0.9941,1.02,1.0,84.73,0.0169,0.06,30.39,13,13,1.0,2037.0,2117.0,-0.0393,False
144,5643,2079,0.3604,0.4809,4.14,2.0,156.13,0.3911,7.33,30.65,3609,3537,0.98,2117.0,2005.0,0.0529,False
145,2584,2003,0.7825,0.7943,1.35,1.0,96.1,0.154,1.94,26.11,562,556,0.9893,2005.0,1995.0,0.005,False
146,2245,1996,0.898,0.9116,1.17,1.0,110.86,0.1136,0.7,28.35,229,227,0.9913,1995.0,2026.0,-0.0155,False
147,3627,2019,0.5545,0.6449,2.28,1.0,163.99,0.4034,4.3,33.55,1616,1589,0.9833,2026.0,2001.0,0.0123,False
148,3373,1978,0.5849,0.6702,2.19,1.0,152.3,0.3475,4.17,34.49,1400,1377,0.9836,2001.0,1963.0,0.019,False
149,2936,1959,0.6727,0.726,1.7,1.0,112.49,0.2742,3.08,27.77,961,946,0.9844,1963.0,1948.0,0.0076,False
150,2581,1924,0.7528,0.7944,1.48,1.0,168.02,0.301,2.52,38.6,638,629,0.9859,1948.0,1931.0,0.0087,False
151,2572,1930,0.7562,0.7938,1.47,1.0,112.76,0.2469,1.97,29.12,627,620,0.9888,1931.0,1962.0,-0.0161,False
152,3958,1932,0.4851,0.5795,2.91,2.0,136.82,0.3327,4.18,32.08,2038,1998,0.9804,1962.0,1918.0,0.0224,False
153,3554,1911,0.5394,0.6538,2.41,1.0,87.72,0.2755,3.56,23.88,1637,1616,0.9872,1918.0,1937.0,-0.0099,False
154,4899,1907,0.3815,0.3672,3.06,2.0,104.76,0.3484,6.75,26.69,3030,2959,0.9766,1937.0,1844.0,0.048,False
155,2566,1832,0.7178,0.7523,1.57,1.0,119.52,0.3581,2.37,29.93,724,713,0.9848,1844.0,1847.0,-0.0016,False
156,3505,1833,0.5215,0.6254,2.56,2.0,142.46,0.2976,4.68,29.28,1677,1654,0.9863,1847.0,1809.0,0.0206,False
157,2067,1796,0.8771,0.8995,1.23,1.0,175.98,0.1921,1.08,41.71,254,251,0.9882,1809.0,1804.0,0.0028,False
158,2591,1791,0.6943,0.7439,1.67,1.0,155.68,0.3161,2.81,33.69,792,780,0.9848,1804.0,1799.0,0.0028,False
159,3825,1784,0.4607,0.3935,2.29,2.0,134.64,0.3425,5.89,30.23,2063,2022,0.9801,1799.0,1746.0,0.0295,False
160,1786,1744,0.9877,0.9891,1.03,1.0,80.24,0.0151,0.09,27.25,22,21,0.9545,1746.0,1740.0,0.0034,False
161,1816,1740,0.9681,0.9708,1.05,1.0,90.76,0.0143,0.17,20.45,58,57,0.9828,1740.0,1743.0,-0.0017,False
162,2097,1727,0.8321,0.8529,1.32,1.0,133.74,0.114,1.57,32.03,352,348,0.9886,1743.0,1730.0,0.0075,False
163,1940,1729,0.9,0.9165,1.17,1.0,121.77,0.1139,0.77,29.14,194,191,0.9845,1730.0,1751.0,-0.0121,False
164,3593,1728,0.4756,0.5519,2.67,2.0,134.2,0.3771,4.99,30.02,1884,1844,0.9788,1751.0,1689.0,0.0354,False
165,2168,1686,0.7883,0.8408,1.46,1.0,124.22,0.3542,1.72,31.08,459,456,0.9935,1689.0,1688.0,0.0006,False
166,2970,1675,0.5643,0.6442,2.26,1.0,145.5,0.2495,3.62,29.79,1294,1270,0.9815,1688.0,1687.0,0.0006,False
167,3562,1654,0.459,0.5316,2.82,2.0,152.63,0.3195,5.33,28.5,1927,1885,0.9782,1687.0,1627.0,0.0356,False
168,2796,1614,0.5823,0.6966,2.6,1.0,167.78,0.3151,2.88,32.79,1168,1151,0.9854,1627.0,1629.0,-0.0012,False
169,4036,1615,0.3927,0.4357,2.98,2.0,96.79,0.3915,5.85,25.33,2451,2398,0.9784,1629.0,1576.0,0.0325,False
170,2146,1561,0.7274,0.7755,1.7,1.0,172.1,0.2283,2.38,34.05,585,565,0.9658,1576.0,1559.0,0.0108,False
171,2484,1538,0.624,0.7062,1.94,1.0,155.86,0.3056,3.5,31.56,934,921,0.9861,1559.0,1539.0,0.0128,False
172,2385,1528,0.6436,0.6952,1.86,1.0,125.46,0.3103,3.32,31.8,850,831,0.9776,1539.0,1507.0,0.0208,False
173,1783,1504,0.8525,0.8808,1.25,1.0,153.47,0.1688,1.6,38.26,263,260,0.9886,1507.0,1518.0,-0.0073,False
174,2353,1509,0.6413,0.6755,1.79,1.0,182.85,0.3285,3.88,37.07,844,830,0.9834,1518.0,1524.0,-0.004,False
175,2884,1500,0.5173,0.5859,2.55,2.0,201.03,0.346,5.4,35.91,1392,1367,0.982,1524.0,1469.0,0.0361,False
176,1660,1461,0.888,0.9085,1.2,1.0,119.95,0.1404,1.1,36.17,186,180,0.9677,1469.0,1457.0,0.0082,False
177,1547,1455,0.9522,0.9614,1.08,1.0,194.25,0.0718,0.62,52.29,74,73,0.9865,1457.0,1461.0,-0.0027,False
178,2235,1452,0.6541,0.6679,1.71,1.0,144.68,0.2823,3.06,29.0,773,764,0.9884,1461.0,1459.0,0.0014,False
179,2702,1447,0.5374,0.5767,2.2,2.0,142.78,0.3309,5.04,30.43,1250,1230,0.984,1459.0,1451.0,0.0055,False
180,2874,1442,0.5035,0.6163,2.75,2.0,155.7,0.3514,5.5,33.28,1427,1411,0.9888,1451.0,1427.0,0.0165,False
181,1913,1421,0.7459,0.7804,1.49,1.0,123.52,0.3873,2.33,31.86,486,475,0.9774,1427.0,1416.0,0.0077,False
182,2152,1406,0.6543,0.703,1.91,1.0,173.42,0.3072,3.86,40.2,744,732,0.9839,1416.0,1404.0,0.0085,False
183,2360,1397,0.5936,0.649,2.06,1.0,117.67,0.3746,3.95,30.66,959,944,0.9844,1404.0,1400.0,0.0028,False
184,2806,1365,0.48,0.5687,2.68,2.0,139.51,0.2855,5.72,27.71,1459,1423,0.9753,1400.0,1342.0,0.0414,False
185,2023,1333,0.6673,0.7224,1.71,1.0,145.26,0.3233,3.14,31.2,673,665,0.9881,1342.0,1324.0,0.0134,False
186,1403,1323,0.9601,0.9646,1.06,1.0,124.68,0.0499,0.42,40.63,56,56,1.0,1324.0,1343.0,-0.0144,False
187,2957,1334,0.4515,0.5485,4.09,2.0,114.53,0.421,4.99,28.57,1622,1598,0.9852,1343.0,1321.0,0.0164,False
188,2396,1314,0.548,0.6436,2.39,1.0,133.23,0.4257,3.98,33.89,1083,1064,0.9825,1321.0,1334.0,-0.0098,False
189,4420,1315,0.2919,0.3814,5.8,3.0,113.81,0.381,6.86,24.97,3130,3087,0.9863,1334.0,1273.0,0.0457,False
190,1385,1271,0.9314,0.9324,1.1,1.0,141.92,0.1495,0.67,38.89,95,94,0.9895,1273.0,1279.0,-0.0047,False
191,2176,1264,0.5758,0.646,2.13,1.0,110.26,0.3281,4.19,29.91,923,901,0.9762,1279.0,1258.0,0.0164,False
192,2254,1248,0.5555,0.6353,2.27,1.0,130.48,0.3199,4.3,30.03,1002,990,0.988,1258.0,1238.0,0.0159,False
193,1475,1234,0.8447,0.8746,1.32,1.0,174.44,0.1986,1.84,42.76,229,225,0.9825,1238.0,1264.0,-0.021,False
194,3604,1252,0.341,0.4335,3.93,3.0,84.64,0.3421,4.2,18.04,2375,2331,0.9815,1264.0,1210.0,0.0427,False
195,1834,1201,0.6647,0.704,1.73,1.0,125.67,0.2737,3.31,30.38,615,609,0.9902,1210.0,1203.0,0.0058,False
196,2194,1194,0.5433,0.6271,2.23,1.0,106.34,0.3528,3.76,23.94,1002,986,0.984,1203.0,1219.0,-0.0133,False
197,3350,1212,0.3513,0.5085,4.7,3.0,114.33,0.3758,5.68,24.42,2173,2123,0.977,1219.0,1165.0,0.0443,False
198,1518,1156,0.7727,0.7845,1.41,1.0,178.48,0.2424,2.18,30.02,345,342,0.9913,1165.0,1152.0,0.0112,False
199,1183,1149,0.9873,0.9879,1.02,1.0,105.54,0.0634,0.12,32.21,15,15,1.0,1152.0,1145.0,0.0061,False
200,1200,1141,0.9658,0.9673,1.07,1.0,160.11,0.0725,0.33,36.36,41,41,1.0,1145.0,1142.0,0.0026,False
201,1157,1142,0.9974,0.9982,1.03,1.0,71.32,0.0,0.02,26.14,3,2,0.6667,1142.0,1136.0,0.0053,False
202,1184,1135,0.9679,0.9707,1.06,1.0,140.15,0.0566,0.28,38.34,38,38,1.0,1136.0,1140.0,-0.0035,False
203,1220,1139,0.9459,0.9478,1.09,1.0,103.14,0.0721,0.42,35.15,66,66,1.0,1140.0,1165.0,-0.0219,False
204,2999,1153,0.3798,0.4197,3.21,2.0,133.69,0.4278,6.14,27.84,1860,1831,0.9844,1165.0,1121.0,0.0378,False
205,1172,1122,0.971,0.9768,1.06,1.0,120.26,0.0802,0.24,35.68,34,34,1.0,1121.0,1124.0,-0.0027,False
206,1651,1120,0.6832,0.7266,1.71,1.0,165.58,0.3247,3.59,38.37,523,517,0.9885,1124.0,1130.0,-0.0053,False
207,2131,1121,0.5242,0.6242,2.74,2.0,116.93,0.4256,3.89,30.26,1014,995,0.9813,1130.0,1108.0,0.0195,False
208,1816,1101,0.6118,0.6489,1.86,1.0,122.5,0.337,3.85,30.95,705,697,0.9887,1108.0,1125.0,-0.0153,False
209,2862,1118,0.3871,0.4537,3.57,2.0,145.27,0.4214,6.61,32.4,1754,1729,0.9857,1125.0,1105.0,0.0178,False
210,3099,1094,0.3488,0.3838,3.64,2.0,116.23,0.4046,7.06,24.54,2018,1992,0.9871,1105.0,1080.0,0.0226,False
211,2054,1061,0.5161,0.5928,2.53,2.0,142.1,0.3885,5.28,32.34,994,976,0.9819,1080.0,1039.0,0.038,False
212,1364,1030,0.7639,0.7879,1.43,1.0,212.25,0.3292,2.57,45.34,322,318,0.9876,1039.0,1038.0,0.001,False
213,1486,1036,0.6992,0.7425,1.61,1.0,135.58,0.1978,3.02,32.06,447,440,0.9843,1038.0,1040.0,-0.0019,False
214,2222,1034,0.464,0.5408,2.98,2.0,143.1,0.4248,5.81,31.12,1191,1177,0.9882,1040.0,1016.0,0.0231,False
215,1374,1008,0.7424,0.7874,1.56,1.0,168.82,0.3872,2.88,39.73,354,351,0.9915,1016.0,1032.0,-0.0157,False
216,2317,1024,0.4398,0.4825,2.93,2.0,134.22,0.4104,5.65,28.37,1298,1276,0.9831,1032.0,1014.0,0.0174,False
217,1940,1010,0.5211,0.6055,2.38,2.0,124.19,0.3495,4.39,27.24,929,918,0.9882,1014.0,1017.0,-0.003,False
218,2314,1015,0.436,0.5211,3.01,2.0,126.9,0.4857,4.49,29.96,1305,1280,0.9808,1017.0,998.0,0.0187,False
219,1891,991,0.5214,0.5824,2.21,2.0,177.89,0.4225,5.23,35.77,905,885,0.9779,998.0,970.0,0.0281,False
220,1317,967,0.7396,0.7723,1.53,1.0,168.77,0.2574,2.63,34.75,343,340,0.9913,970.0,970.0,0.0,False
221,1445,964,0.6651,0.7163,1.71,1.0,121.85,0.3495,3.62,32.65,484,473,0.9773,970.0,953.0,0.0175,False
222,981,953,0.9796,0.9791,1.03,1.0,119.03,0.0683,0.17,37.17,20,20,1.0,953.0,973.0,-0.021,False
223,2962,959,0.319,0.4443,5.98,3.0,140.87,0.3916,6.59,28.8,2017,1996,0.9896,973.0,946.0,0.0277,False
224,2071,944,0.4505,0.6068,3.46,2.0,144.55,0.3916,5.6,31.93,1138,1118,0.9824,946.0,925.0,0.0222,False
225,1347,922,0.686,0.7311,1.68,1.0,131.24,0.3059,2.65,30.24,423,417,0.9858,925.0,921.0,0.0043,False
226,1679,911,0.5438,0.6507,2.49,1.0,130.76,0.3788,4.3,30.75,766,759,0.9909,921.0,910.0,0.0119,False
227,1205,910,0.756,0.8115,1.57,1.0,105.9,0.41,1.71,28.78,294,289,0.983,910.0,913.0,-0.0033,False
228,1176,904,0.7662,0.8176,1.52,1.0,121.73,0.3716,2.02,31.15,275,267,0.9709,913.0,918.0,-0.0055,False
229,2184,914,0.4176,0.5753,4.22,2.0,137.04,0.4492,4.81,29.32,1272,1257,0.9882,918.0,896.0,0.024,False
230,973,893,0.9301,0.9434,1.12,1.0,187.39,0.1346,0.73,43.77,68,67,0.9853,896.0,926.0,-0.0335,False
231,3482,917,0.2519,0.3104,6.85,3.0,111.64,0.3644,8.09,20.53,2605,2554,0.9804,926.0,872.0,0.0583,True
232,1273,866,0.6866,0.7421,1.71,1.0,133.07,0.4101,3.06,32.33,399,395,0.99,872.0,862.0,0.0115,False
233,973,860,0.889,0.9018,1.19,1.0,138.56,0.1737,1.27,40.55,108,106,0.9815,862.0,881.0,-0.022,False
234,2643,874,0.325,0.3461,3.84,3.0,167.34,0.4211,7.32,29.04,1784,1758,0.9854,881.0,846.0,0.0397,False
235,1019,846,0.844,0.8758,1.29,1.0,154.12,0.2188,1.7,40.21,159,158,0.9937,846.0,850.0,-0.0047,False
236,1263,844,0.6738,0.7189,1.71,1.0,136.63,0.3626,3.16,32.37,412,404,0.9806,850.0,838.0,0.0141,False
237,1560,836,0.5321,0.6311,2.58,2.0,167.38,0.4333,5.36,35.27,730,717,0.9822,838.0,824.0,0.0167,False
238,1052,817,0.7842,0.8236,1.65,1.0,166.4,0.288,2.11,37.95,227,227,1.0,824.0,827.0,-0.0036,False
